Provider_Name,Provider_Cat,Low_Cost,Med_Cost,High_Cost,VHigh_Cost,State,Child_Pov_LVL,High_School_Grad_Perc,Med_Age,Med_Fam_Income,Med_HHold_Income,Perc_NonEnglish,Perc_Veterans,Pov_LVL,Population_Total,Perc_Pop_Under18,Perc_Pop_18_24,Perc_Pop_25_44,Perc_Pop_45_64,Perc_Pop_Over65,Male_per_100_Females_All,Male_per_100_Females_Over18,Housing_Units,Area_Total,Water_Area,Land_Area,Pop_Density,Housing_Density,Perc_White,Perc_Black,Perc_Native,Perc_Asian,Perc_Islander,Perc_Other,Perc_MultiRace,Perc_Latin,Perc_WhiteAlone
DEBORAH HEART AND LUNG CENTER,High,0,0,1,0,New Jersey,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
DECATUR COUNTY GENERAL HOSPITAL,Low,1,0,0,0,Tennessee,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DECATUR MEMORIAL HOSPITAL,Low,1,0,0,0,Illinois,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,Low,1,0,0,0,Alabama,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DEKALB HEALTH,Med,0,1,0,0,Indiana,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DEKALB MEDICAL CENTER,Med,0,1,0,0,Georgia,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
DEKALB MEDICAL CENTER AT HILLANDALE,Med,0,1,0,0,Georgia,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DEKALB REGIONAL MEDICAL CENTER,Low,1,0,0,0,Alabama,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
DELANO REGIONAL MEDICAL CENTER,High,0,0,1,0,California,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
DELAWARE COUNTY MEMORIAL HOSPITAL,Med,0,1,0,0,Pennsylvania,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
DELNOR COMMUNITY HOSPITAL,Low,1,0,0,0,Illinois,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DELRAY MEDICAL CENTER,Low,1,0,0,0,Florida,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
DELTA COUNTY MEMORIAL HOSPITAL,Low,1,0,0,0,Colorado,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
DELTA MEDICAL CENTER,Low,1,0,0,0,Tennessee,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
DELTA REGIONAL MEDICAL CENTER,Med,0,1,0,0,Mississippi,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DENTON REGIONAL MEDICAL CENTER,Low,1,0,0,0,Texas,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
DENVER HEALTH MEDICAL CENTER,Very High,0,0,0,1,Colorado,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0
DESERT REGIONAL MEDICAL CENTER,High,0,0,1,0,California,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
DESERT SPRINGS HOSPITAL,Med,0,1,0,0,Nevada,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
DESERT VALLEY HOSPITAL,Med,0,1,0,0,California,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
DESOTO MEMORIAL HOSPITAL,Med,0,1,0,0,Florida,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
DESOTO REGIONAL HEALTH SYSTEM,Med,0,1,0,0,Louisiana,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DETAR HOSPITAL NAVARRO,Low,1,0,0,0,Texas,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,High,0,0,1,0,Michigan,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
DHHS USPHS INDIAN HEALTH SERVICES,High,0,0,1,0,New Mexico,1,0,0,NA,NA,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
DICKINSON COUNTY MEMORIAL HOSPITAL,Low,1,0,0,0,Michigan,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DIMMIT REGIONAL HOSPITAL,High,0,0,1,0,Texas,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
DISTRICT ONE HOSPITAL,Med,0,1,0,0,Minnesota,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DIVINE SAVIOR HEALTHCARE,Med,0,1,0,0,Wisconsin,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DOCTOR'S MEMORIAL HOSPITAL INC,Med,0,1,0,0,Florida,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DOCTORS'  COMMUNITY HOSPITAL,High,0,0,1,0,Maryland,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
DOCTORS HOSPITAL AT DEER CREEK LLC,Very High,0,0,0,1,Louisiana,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
DOCTORS HOSPITAL AT RENAISSANCE,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
DOCTORS HOSPITAL LLC,Low,1,0,0,0,Kansas,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
DOCTORS HOSPITAL OF LAREDO,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
DOCTORS HOSPITAL OF MANTECA,Med,0,1,0,0,California,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
DOCTORS HOSPITAL OF SARASOTA,Low,1,0,0,0,Florida,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
DOCTORS HOSPITAL TIDWELL,High,0,0,1,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
DOCTORS MEDICAL CENTER,High,0,0,1,0,California,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
DOCTORS MEDICAL CENTER - SAN PABLO,High,0,0,1,0,California,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
DODGE COUNTY HOSPITAL,Low,1,0,0,0,Georgia,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DOMINICAN HOSPITAL,High,0,0,1,0,California,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1
DONALSONVILLE HOSPITAL INC,Med,0,1,0,0,Georgia,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DORMINY MEDICAL CENTER,Low,1,0,0,0,Georgia,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DOUGLAS COUNTY HOSPITAL,Med,0,1,0,0,Minnesota,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DOUGLAS GARDENS HOSPITAL,Low,1,0,0,0,Florida,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0
DREW MEMORIAL HOSPITAL,Low,1,0,0,0,Arkansas,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DUBLIN METHODIST HOSPITAL,Low,1,0,0,0,Ohio,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
DUKE HEALTH RALEIGH HOSPITAL,Low,1,0,0,0,North Carolina,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
DUKE REGIONAL HOSPITAL,Med,0,1,0,0,North Carolina,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
DUKE UNIVERSITY HOSPITAL,High,0,0,1,0,North Carolina,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"DUNCAN REGIONAL HOSPITAL, INC",Low,1,0,0,0,Oklahoma,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
DUPONT HOSPITAL LLC,Med,0,1,0,0,Indiana,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EAST ALABAMA MEDICAL CENTER,Low,1,0,0,0,Alabama,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
EAST CARROLL PARISH HOSPITAL,Med,0,1,0,0,Louisiana,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EAST COOPER MEDICAL CENTER,Low,1,0,0,0,South Carolina,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EAST GEORGIA REGIONAL MEDICAL CENTER,Low,1,0,0,0,Georgia,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
EAST JEFFERSON GENERAL HOSPITAL,Med,0,1,0,0,Louisiana,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
EAST LIVERPOOL CITY HOSPITAL,Low,1,0,0,0,Ohio,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EAST LOS ANGELES DOCTORS HOSPITAL,Very High,0,0,0,1,California,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
EAST OHIO REGIONAL HOSPITAL,Low,1,0,0,0,Ohio,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
EAST ORANGE GENERAL HOSPITAL,Med,0,1,0,0,New Jersey,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
EAST TEXAS MEDICAL CENTER,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
EAST TEXAS MEDICAL CENTER - FAIRFIELD,Med,0,1,0,0,Texas,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
EAST TEXAS MEDICAL CENTER ATHENS,Low,1,0,0,0,Texas,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
EAST TEXAS MEDICAL CENTER JACKSONVILLE,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
EAST TEXAS MEDICAL CENTER MOUNT VERNON,Med,0,1,0,0,Texas,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
EAST TEXAS MEDICAL CENTER TRINITY,Med,0,1,0,0,Texas,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
EASTAR HEALTH SYSTEM,Low,1,0,0,0,Oklahoma,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
EASTERN IDAHO REGIONAL MEDICAL CENTER,Med,0,1,0,0,Idaho,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EASTERN LONG ISLAND HOSPITAL,High,0,0,1,0,New York,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
EASTERN MAINE MEDICAL CENTER,Med,0,1,0,0,Maine,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EASTERN NEW MEXICO MEDICAL CENTER,Med,0,1,0,0,New Mexico,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
EASTERN NIAGARA HOSPITAL,Med,0,1,0,0,New York,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EASTERN OKLAHOMA MEDICAL CENTER,Low,1,0,0,0,Oklahoma,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
EASTLAND MEMORIAL HOSPITAL,Low,1,0,0,0,Texas,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
EASTON HOSPITAL,Med,0,1,0,0,Pennsylvania,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
EASTSIDE MEDICAL CENTER,Med,0,1,0,0,Georgia,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EDEN MEDICAL CENTER,High,0,0,1,0,California,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
EDWARD HOSPITAL,Low,1,0,0,0,Illinois,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
EDWARD MCCREADY MEMORIAL HOSPITAL,Very High,0,0,0,1,Maryland,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EDWARD W SPARROW HOSPITAL,Med,0,1,0,0,Michigan,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
EISENHOWER MEDICAL CENTER,Med,0,1,0,0,California,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
EL CAMINO HOSPITAL,High,0,0,1,0,California,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1
EL CAMINO HOSPITAL,High,0,0,1,0,California,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
EL CAMPO MEMORIAL HOSPITAL,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
EL CENTRO REGIONAL MEDICAL CENTER,Med,0,1,0,0,California,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
EL PASO SPECIALTY HOSPITAL,Low,1,0,0,0,Texas,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
ELBERT MEMORIAL HOSPITAL,Low,1,0,0,0,Georgia,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ELIZA COFFEE MEMORIAL HOSPITAL,Low,1,0,0,0,Alabama,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
ELKHART GENERAL HOSPITAL,Low,1,0,0,0,Indiana,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ELKVIEW GENERAL HOSPITAL,Low,1,0,0,0,Oklahoma,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ELLIOT HOSPITAL,Med,0,1,0,0,New Hampshire,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
ELLIS HOSPITAL,Med,0,1,0,0,New York,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
ELMHURST MEMORIAL HOSPITAL,Med,0,1,0,0,Illinois,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
ELMORE COMMUNITY HOSPITAL,Med,0,1,0,0,Alabama,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EMANUEL MEDICAL CENTER,Med,0,1,0,0,California,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
EMANUEL MEDICAL CENTER,Med,0,1,0,0,Georgia,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EMORY JOHNS CREEK HOSPITAL,Low,1,0,0,0,Georgia,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EMORY UNIVERSITY HOSPITAL,Med,0,1,0,0,Georgia,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
EMORY UNIVERSITY HOSPITAL MIDTOWN,Med,0,1,0,0,Georgia,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
ENGLEWOOD COMMUNITY HOSPITAL,Low,1,0,0,0,Florida,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,Med,0,1,0,0,New Jersey,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0
ENLOE MEDICAL CENTER,Med,0,1,0,0,California,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1
ENNIS REGIONAL MEDICAL CENTER,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,Low,1,0,0,0,Kentucky,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ERIE COUNTY MEDICAL CENTER,Very High,0,0,0,1,New York,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
ERLANGER MEDICAL CENTER,Med,0,1,0,0,Tennessee,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ESSENTIA HEALTH-FARGO,Med,0,1,0,0,North Dakota,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
ESSENTIA HEALTH DULUTH,High,0,0,1,0,Minnesota,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,Med,0,1,0,0,Minnesota,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,Med,0,1,0,0,Minnesota,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
ESSENTIA HEALTH ST MARYS - DETROIT LAKES,High,0,0,1,0,Minnesota,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
ESSENTIA HEALTH VIRGINIA,Med,0,1,0,0,Minnesota,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
ETMC CARTHAGE,Med,0,1,0,0,Texas,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ETMC HENDERSON,Low,1,0,0,0,Texas,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
EUCLID HOSPITAL,Low,1,0,0,0,Ohio,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
EVANS MEMORIAL HOSPITAL,Low,1,0,0,0,Georgia,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
EVANSTON HOSPITAL,Med,0,1,0,0,Illinois,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0
EVANSTON REGIONAL HOSPITAL,Med,0,1,0,0,Wyoming,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
EVERGREEN HEALTH MONROE,Med,0,1,0,0,Washington,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
EVERGREEN MEDICAL CENTER,Low,1,0,0,0,Alabama,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EVERGREENHEALTH MEDICAL CENTER,Med,0,1,0,0,Washington,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
EXCELA HEALTH WESTMORELAND HOSPITAL,Low,1,0,0,0,Pennsylvania,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
EXETER HOSPITAL INC,Med,0,1,0,0,New Hampshire,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
F F THOMPSON HOSPITAL,Low,1,0,0,0,New York,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
FAIRBANKS MEMORIAL HOSPITAL,Very High,0,0,0,1,Alaska,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
FAIRFIELD MEDICAL CENTER,Med,0,1,0,0,Ohio,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
FAIRMONT REGIONAL MEDICAL CENTER,Med,0,1,0,0,West Virginia,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
FAIRVIEW DEVELOPMENTAL CENTER,Med,0,1,0,0,California,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
FAIRVIEW HOSPITAL,Med,0,1,0,0,Ohio,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
FAIRVIEW LAKES MEDICAL CENTER,Med,0,1,0,0,Minnesota,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,Med,0,1,0,0,Minnesota,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
FAIRVIEW PARK HOSPITAL,Med,0,1,0,0,Georgia,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FAIRVIEW RIDGES HOSPITAL,Med,0,1,0,0,Minnesota,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
FAIRVIEW SOUTHDALE HOSPITAL,Med,0,1,0,0,Minnesota,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
FAITH REGIONAL HEALTH SERVICES,Med,0,1,0,0,Nebraska,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
FALLS COMMUNITY HOSPITAL AND CLINIC,Med,0,1,0,0,Texas,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
